"Age" "Lx.1933" "Lx.1934" "Lx.1935" "Lx.1936" "Lx.1937" "Lx.1938" "Lx.1939" "Lx.1940" "Lx.1941" "Lx.1942" "Lx.1943" "Lx.1944" "Lx.1945" "Lx.1946" "Lx.1947" "Lx.1948" "Lx.1949" "Lx.1950" "Lx.1951" "Lx.1952" "Lx.1953" "Lx.1954" "Lx.1955" "Lx.1956" "Lx.1957" "Lx.1958" "Lx.1959" "Lx.1960" "Lx.1961" "Lx.1962" "Lx.1963" "Lx.1964" "Lx.1965" "Lx.1966" "Lx.1967" "Lx.1968" "Lx.1969" "Lx.1970" "Lx.1971" "Lx.1972" "Lx.1973" "Lx.1974" "Lx.1975" "Lx.1976" "Lx.1977" "Lx.1978" "Lx.1979" "Lx.1980" "Lx.1981" "Lx.1982" "Lx.1983" "Lx.1984" "Lx.1985" "Lx.1986" "Lx.1987" "Lx.1988" "Lx.1989" "Lx.1990" "Lx.1991" "Lx.1992" "Lx.1993" "Lx.1994" "Lx.1995" "Lx.1996" "Lx.1997" "Lx.1998" "Lx.1999" "Lx.2000" "Lx.2001" "Lx.2002" "Lx.2003" "Lx.2004" "Lx.2005" "Lx.2006" "Lx.2007" "Lx.2008" "Lx.2009" "Lx.2010" "Lx.2011" "Lx.2012" "Lx.2013" "Lx.2014" "Lx.2015" "Lx.2016" "Lx.2017" "Lx.2018" "Lx.2019" "Lx.2020" "Lx.2021" "Lx.2022" "Lx.2023"
"84" 83 10987 10351 10720 9440 10118 11627 11484 10998 11887 12624 11647 12836 13412 14409 13968 14377 14753 14913 15065 15476 15545 16872 16504 16337 15931 16135 16529 16032 16749 16221 15563 16359 16091 15895 16361 15531 16109 16583 16971 16717 17134 18282 19305 19847 20635 21015 22030 21652 22399 22997 22899 23428 23315 23767 24248 24415 25497 26218 26815 27602 27158 28008 28414 29150 29997 30552 30819 31647 32377 32902 33713 35269 35485 36611 37595 37868 39117 39626 39981 40528 40536 40898 40679 40964 40873 41185 41553 35278 34295 37651 40835
"85" 84 9260 8719 9059 7873 8481 9865 9664 9194 9986 10685 9773 10934 11497 12396 11912 12270 12644 12767 12895 13304 13386 14648 14215 14086 13661 13872 14237 13780 14421 13945 13307 14073 13836 13664 14110 13367 13890 14378 14739 14465 14831 15909 16883 17337 18085 18461 19411 19001 19720 20288 20142 20629 20511 20977 21432 21538 22574 23276 23794 24586 24108 24890 25285 25941 26733 27226 27462 28287 29014 29521 30286 31830 32093 33223 34175 34422 35709 36212 36546 37112 37152 37555 37377 37759 37646 38009 38364 32081 31266 34457 37659
"86" 85 7703 7254 7551 6465 7003 8246 8006 7578 8276 8932 8079 9194 9738 10548 10028 10304 10656 10768 10879 11299 11363 12570 12068 12008 11553 11747 12111 11675 12246 11808 11245 11954 11720 11587 12026 11348 11840 12311 12628 12388 12677 13654 14623 15006 15699 16031 16944 16490 17190 17706 17557 17993 17834 18314 18743 18780 19787 20465 20896 21652 21162 21873 22239 22813 23555 24031 24164 24968 25692 26160 26937 28437 28663 29837 30726 30969 32262 32714 33063 33647 33702 34145 33993 34459 34349 34740 35086 28846 28216 31222 34396
"87" 86 6321 5956 6202 5223 5695 6786 6527 6158 6770 7380 6583 7619 8118 8850 8329 8533 8846 8927 9057 9464 9464 10620 10125 10040 9664 9826 10162 9769 10259 9867 9359 10037 9795 9689 10117 9507 9974 10403 10665 10488 10718 11579 12514 12836 13491 13759 14611 14142 14799 15283 15125 15529 15358 15777 16174 16192 17163 17778 18154 18858 18345 18984 19304 19811 20479 20949 20993 21745 22432 22849 23642 25107 25284 26439 27310 27527 28815 29227 29573 30164 30220 30710 30573 31087 30986 31417 31789 25648 25162 27974 31075
"88" 87 5111 4819 5012 4146 4560 5497 5232 4928 5458 6018 5278 6215 6640 7286 6805 6974 7262 7290 7437 7808 7755 8827 8375 8257 7940 8116 8389 8049 8484 8121 7668 8292 8084 7987 8364 7865 8283 8682 8883 8749 8946 9716 10572 10821 11443 11667 12435 11959 12584 13040 12849 13207 13073 13438 13745 13773 14702 15252 15594 16240 15699 16278 16531 16995 17557 18004 17999 18667 19307 19658 20433 21837 22017 23113 23934 24145 25406 25790 26115 26687 26725 27257 27119 27679 27580 28066 28472 22584 22177 24737 27749
"89" 88 4069 3837 3980 3229 3594 4387 4128 3880 4329 4832 4153 4982 5325 5869 5442 5609 5904 5894 6035 6381 6296 7237 6824 6738 6420 6595 6829 6526 6912 6581 6173 6757 6574 6502 6835 6407 6794 7161 7300 7219 7363 8040 8826 9004 9574 9759 10468 9985 10571 11000 10784 11086 10941 11295 11538 11536 12409 12929 13226 13790 13249 13773 13970 14380 14844 15245 15186 15790 16377 16661 17369 18701 18847 19911 20685 20843 22108 22412 22736 23257 23297 23838 23688 24301 24191 24694 25136 19617 19358 21610 24446
"90" 89 3189 3004 3104 2466 2785 3451 3210 3006 3377 3813 3199 3918 4188 4628 4254 4418 4740 4729 4815 5141 5055 5866 5479 5410 5133 5271 5466 5223 5542 5242 4885 5418 5261 5212 5515 5132 5478 5821 5912 5862 5971 6542 7270 7384 7908 8034 8699 8243 8748 9149 8945 9191 9012 9349 9580 9525 10308 10793 11063 11532 11001 11477 11625 11984 12359 12683 12598 13123 13657 13860 14513 15723 15853 16850 17605 17693 18906 19182 19480 19955 19986 20509 20375 20973 20874 21364 21850 16733 16691 18702 21273
"91" 90 2464 2312 2382 1849 2123 2681 2465 2291 2593 2956 2409 3020 3238 3587 3268 3408 3732 3746 3740 4050 3980 4692 4326 4256 4009 4130 4293 4103 4382 4084 3790 4258 4114 4095 4359 4035 4342 4648 4712 4679 4754 5251 5883 5951 6442 6508 7104 6707 7150 7502 7284 7506 7328 7610 7828 7735 8436 8856 9101 9500 8989 9402 9514 9822 10096 10362 10271 10701 11175 11314 11892 12985 13074 14010 14694 14761 15876 16093 16391 16813 16831 17343 17210 17760 17681 18168 18674 13990 14134 15961 18335
"92" 91 1883 1752 1805 1364 1595 2061 1874 1717 1966 2258 1778 2285 2470 2743 2488 2592 2874 2898 2865 3149 3076 3695 3378 3305 3092 3182 3336 3184 3416 3150 2900 3301 3177 3153 3384 3106 3392 3656 3699 3682 3726 4146 4686 4722 5163 5211 5714 5353 5765 6074 5847 6021 5871 6089 6285 6172 6801 7150 7349 7706 7248 7563 7650 7890 8090 8325 8216 8566 8965 9071 9537 10529 10558 11400 12021 12055 13099 13238 13485 13880 13906 14386 14241 14746 14691 15142 15657 11435 11720 13347 15578
"93" 92 1429 1312 1355 995 1185 1573 1416 1268 1478 1709 1295 1705 1866 2075 1884 1957 2174 2177 2175 2406 2343 2849 2600 2544 2358 2417 2558 2441 2614 2384 2197 2534 2430 2393 2568 2341 2592 2830 2848 2843 2871 3209 3685 3682 4050 4110 4537 4196 4555 4834 4635 4744 4604 4791 4964 4831 5380 5676 5836 6131 5730 5972 6025 6205 6371 6554 6426 6704 7040 7095 7487 8359 8332 9063 9618 9644 10554 10682 10834 11213 11243 11667 11524 11987 11925 12352 12840 9122 9499 10913 12967
"94" 93 1083 977 1015 721 874 1198 1066 925 1105 1289 941 1266 1406 1556 1423 1472 1625 1595 1616 1810 1732 2141 1955 1915 1763 1794 1912 1812 1960 1758 1620 1903 1806 1785 1914 1729 1933 2147 2143 2154 2151 2437 2847 2808 3113 3164 3534 3231 3529 3772 3594 3673 3528 3686 3845 3700 4170 4408 4557 4758 4410 4622 4629 4779 4907 5047 4911 5113 5400 5396 5737 6481 6410 7037 7507 7520 8296 8388 8527 8848 8837 9226 9091 9519 9441 9831 10273 7080 7515 8701 10548
"95" 94 820 726 760 521 642 912 803 669 823 968 685 945 1064 1162 1070 1100 1201 1150 1180 1352 1264 1576 1436 1404 1282 1309 1397 1318 1429 1282 1165 1398 1313 1305 1401 1259 1411 1599 1587 1587 1583 1814 2148 2104 2368 2389 2695 2431 2680 2884 2726 2785 2656 2785 2915 2777 3169 3347 3480 3613 3314 3494 3482 3602 3683 3793 3667 3800 4030 3997 4286 4881 4795 5322 5705 5695 6357 6420 6541 6796 6778 7101 6984 7368 7303 7619 8006 5334 5796 6754 8377
"96" 95 606 529 557 368 460 675 588 473 596 711 488 693 788 849 780 799 871 819 847 984 916 1144 1033 1013 907 937 1004 945 1020 912 824 1008 939 936 1004 899 1017 1167 1159 1141 1159 1324 1593 1549 1775 1776 2023 1794 2002 2165 2034 2069 1964 2075 2163 2045 2361 2500 2601 2696 2444 2580 2572 2652 2701 2781 2675 2761 2937 2887 3125 3578 3502 3931 4237 4212 4759 4797 4893 5080 5093 5337 5236 5565 5503 5769 6099 3921 4372 5123 6517
"97" 96 429 373 392 249 317 478 410 322 414 502 333 488 558 598 543 556 614 574 591 699 645 820 729 716 630 657 707 663 718 632 567 709 657 656 708 629 721 838 826 816 826 952 1163 1120 1302 1298 1493 1302 1471 1601 1490 1511 1426 1514 1576 1474 1723 1835 1907 1973 1768 1868 1855 1911 1939 1998 1902 1960 2092 2040 2220 2573 2502 2842 3079 3049 3485 3504 3577 3710 3721 3917 3825 4096 4040 4258 4545 2818 3227 3806 4960
"98" 97 298 258 270 165 214 332 281 215 282 348 222 337 387 413 370 379 424 394 403 487 444 576 503 496 428 451 487 455 495 428 381 487 449 450 488 431 501 589 576 571 576 670 833 793 937 929 1081 925 1059 1160 1070 1080 1014 1081 1123 1038 1229 1318 1367 1411 1249 1321 1305 1344 1357 1399 1316 1354 1449 1401 1533 1799 1737 1998 2175 2145 2482 2488 2541 2633 2641 2793 2713 2928 2880 3053 3293 1966 2320 2753 3683
"99" 98 203 175 183 107 142 226 188 141 188 236 145 229 263 279 247 252 287 264 269 332 299 396 339 336 284 302 328 305 333 283 250 327 300 301 328 288 340 406 393 392 393 461 584 549 660 650 766 643 747 824 752 755 705 755 782 714 857 925 958 986 861 911 895 921 924 954 886 909 976 934 1028 1222 1171 1364 1493 1465 1717 1715 1753 1813 1818 1932 1866 2030 1990 2123 2316 1330 1622 1937 2665
"100" 99 136 116 121 68 92 151 124 90 122 157 92 152 175 184 160 164 190 173 175 221 197 266 224 222 184 198 216 200 219 183 160 215 196 197 216 188 225 273 262 262 262 310 401 372 455 446 532 437 515 573 517 516 479 515 532 479 583 634 655 672 579 613 598 615 613 633 580 593 639 604 669 805 765 904 995 970 1152 1147 1172 1209 1212 1295 1243 1363 1332 1430 1580 871 1102 1324 1876
"101" 100 89 76 79 42 58 99 80 56 78 102 58 98 114 119 102 104 123 111 111 144 127 175 144 144 116 126 139 128 141 115 100 138 125 126 139 120 146 180 170 172 171 204 269 246 307 299 361 290 348 389 347 344 317 343 354 314 387 424 437 447 379 401 389 399 395 408 368 375 405 379 422 515 484 581 642 622 749 743 759 781 783 840 800 886 862 932 1044 552 727 878 1284
"102" 101 57 48 50 25 36 63 50 34 49 65 35 62 73 75 63 64 77 70 69 92 80 112 91 91 71 79 87 80 88 71 61 86 77 79 87 74 92 116 108 110 109 131 177 159 202 196 240 188 229 259 228 224 206 224 229 200 251 277 285 289 242 256 246 252 248 256 227 231 250 230 257 319 297 361 402 386 472 465 476 487 489 527 498 556 539 587 667 339 465 564 853
"103" 102 36 30 31 15 22 40 31 20 30 41 21 39 45 46 38 39 48 43 42 57 49 71 56 56 43 48 53 49 54 42 36 52 47 48 53 45 57 73 67 69 67 82 113 100 130 125 155 119 148 168 146 142 130 142 145 124 158 176 181 182 150 159 151 155 151 156 136 137 149 135 152 191 176 218 243 232 288 282 289 294 295 319 300 337 326 357 413 201 288 352 550
"104" 103 22 18 19 9 13 24 19 12 18 25 12 24 28 28 23 23 29 25 25 35 29 43 33 34 25 29 32 29 32 25 21 31 28 28 32 27 34 45 41 42 41 50 71 62 82 78 98 73 93 107 91 88 80 88 89 75 97 109 112 112 90 96 90 92 89 92 79 79 86 77 87 111 101 127 143 135 170 166 169 172 172 187 174 198 190 210 246 115 173 212 344
"105" 104 13 11 11 5 8 15 11 7 10 15 7 14 16 16 13 13 17 15 14 21 17 26 19 20 14 17 19 17 19 14 12 18 16 16 18 15 20 27 24 25 24 30 43 37 51 48 61 44 57 66 56 53 48 53 54 44 58 66 67 67 53 56 53 54 51 53 44 44 48 43 48 63 56 72 81 76 97 94 96 97 97 106 98 112 107 119 142 64 101 124 208
"106" 105 8 6 7 3 4 9 6 4 6 9 4 8 10 9 7 7 10 8 8 12 10 15 11 11 8 9 11 10 11 8 6 10 9 9 10 9 12 16 14 15 14 18 26 22 30 28 37 26 34 40 33 31 28 31 31 25 34 39 39 39 30 32 30 30 28 29 24 24 26 23 26 34 30 39 44 41 53 51 53 53 53 58 53 61 58 65 79 34 57 70 122
"107" 106 5 4 4 1 2 5 4 2 3 5 2 5 5 5 4 4 5 5 4 7 5 9 6 6 4 5 6 5 6 4 3 6 5 5 6 5 7 9 8 8 8 10 15 12 18 16 22 15 20 24 19 18 16 18 18 14 19 22 22 22 17 18 16 17 15 16 13 13 14 12 14 18 16 21 24 22 29 27 28 28 28 31 28 32 31 35 43 18 31 38 70
"108" 107 3 2 2 1 1 3 2 1 2 3 1 3 3 3 2 2 3 3 2 4 3 5 3 3 2 3 3 3 3 2 2 3 3 3 3 3 4 5 4 5 4 6 9 7 10 9 12 8 11 14 11 10 9 10 10 8 11 12 12 12 9 10 9 9 8 8 7 6 7 6 7 9 8 11 12 11 15 14 14 14 14 16 14 16 16 18 22 9 16 20 38
"109" 108 1 1 1 0 1 2 1 1 1 2 1 1 2 2 1 1 2 1 1 2 2 3 2 2 1 1 2 1 2 1 1 2 1 1 2 1 2 3 2 2 2 3 5 4 6 5 7 4 6 8 6 6 5 5 5 4 6 7 7 6 5 5 5 5 4 4 3 3 4 3 3 5 4 5 6 5 7 7 7 7 7 8 7 8 8 9 11 4 8 10 20
"110" 109 1 1 1 0 0 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 2 3 2 3 3 4 2 3 4 3 3 3 3 3 2 3 4 4 3 2 3 2 2 2 2 2 2 2 1 2 2 2 3 3 3 4 3 3 3 3 4 3 4 4 4 5 2 4 5 11
"111" 110 1 1 1 0 0 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 2 1 1 1 2 3 2 3 3 4 3 4 5 4 3 3 3 3 2 3 4 4 3 2 2 2 2 2 2 1 1 1 1 1 2 2 2 3 2 3 3 3 3 3 3 3 3 3 4 5 2 4 5 10
