"Age" "Lx.1933" "Lx.1934" "Lx.1935" "Lx.1936" "Lx.1937" "Lx.1938" "Lx.1939" "Lx.1940" "Lx.1941" "Lx.1942" "Lx.1943" "Lx.1944" "Lx.1945" "Lx.1946" "Lx.1947" "Lx.1948" "Lx.1949" "Lx.1950" "Lx.1951" "Lx.1952" "Lx.1953" "Lx.1954" "Lx.1955" "Lx.1956" "Lx.1957" "Lx.1958" "Lx.1959" "Lx.1960" "Lx.1961" "Lx.1962" "Lx.1963" "Lx.1964" "Lx.1965" "Lx.1966" "Lx.1967" "Lx.1968" "Lx.1969" "Lx.1970" "Lx.1971" "Lx.1972" "Lx.1973" "Lx.1974" "Lx.1975" "Lx.1976" "Lx.1977" "Lx.1978" "Lx.1979" "Lx.1980" "Lx.1981" "Lx.1982" "Lx.1983" "Lx.1984" "Lx.1985" "Lx.1986" "Lx.1987" "Lx.1988" "Lx.1989" "Lx.1990" "Lx.1991" "Lx.1992" "Lx.1993" "Lx.1994" "Lx.1995" "Lx.1996" "Lx.1997" "Lx.1998" "Lx.1999" "Lx.2000" "Lx.2001" "Lx.2002" "Lx.2003" "Lx.2004" "Lx.2005" "Lx.2006" "Lx.2007" "Lx.2008" "Lx.2009" "Lx.2010" "Lx.2011" "Lx.2012" "Lx.2013" "Lx.2014" "Lx.2015" "Lx.2016" "Lx.2017" "Lx.2018" "Lx.2019" "Lx.2020" "Lx.2021" "Lx.2022" "Lx.2023"
"78" 77 31029 30652 31450 30101 31616 33498 34003 34445 36377 37743 36655 38484 39668 40982 41392 42647 43735 44739 45375 46114 46896 48848 49082 49569 49174 49950 50829 50787 51871 51657 51465 52447 52724 52770 53764 53052 53855 54184 55003 54995 55754 57049 58470 59070 59882 60281 61377 60833 61504 61975 61931 62052 62089 62237 62523 62555 63144 63688 63956 64334 63940 64285 64376 64706 65162 65363 65354 65576 65914 66223 66606 67486 67731 68363 68946 69009 69696 70168 70300 70578 70567 70640 70460 70516 70518 70843 71136 67407 65744 68382 70600
"79" 78 28396 28030 28752 27312 28797 30627 31062 31464 33399 34780 33638 35494 36620 37908 38235 39455 40559 41552 42167 42945 43745 45733 45871 46357 45980 46756 47738 47711 48778 48510 48340 49416 49674 49631 50684 50008 50903 51257 52093 52106 52844 54241 55734 56405 57322 57644 58814 58268 58939 59407 59355 59479 59490 59664 59967 59983 60615 61189 61484 61890 61439 61798 61890 62218 62647 62839 62809 63049 63418 63719 64132 65077 65300 65999 66626 66664 67421 67884 68036 68335 68329 68447 68250 68338 68344 68694 68995 65015 63386 66075 68438
"80" 79 25759 25402 26070 24562 26016 27794 28145 28469 30364 31736 30538 32449 33592 34881 35117 36280 37372 38323 38915 39737 40530 42557 42635 43076 42692 43432 44391 44428 45570 45213 45030 46174 46481 46418 47434 46700 47701 48182 49025 49056 49828 51286 52860 53560 54598 54980 56087 55524 56278 56685 56614 56748 56765 56949 57278 57282 57928 58574 58888 59320 58804 59176 59268 59575 60010 60198 60085 60353 60748 61082 61503 62517 62718 63469 64141 64175 64995 65453 65611 65928 65927 66074 65877 66003 65997 66386 66695 62462 60884 63596 66081
"81" 80 23179 22829 23480 21941 23366 25081 25347 25601 27437 28767 27489 29407 30601 31922 32087 33194 34265 35159 35707 36563 37302 39345 39429 39804 39382 40040 40961 40992 42217 41852 41644 42827 43139 43096 44133 43314 44370 44986 45847 45844 46640 48175 49787 50527 51592 52079 53164 52453 53360 53793 53700 53841 53858 54067 54383 54377 55078 55744 56087 56564 55974 56332 56431 56723 57155 57346 57146 57414 57857 58203 58651 59742 59912 60724 61435 61484 62363 62817 62962 63290 63314 63496 63312 63487 63479 63899 64211 59730 58229 60951 63513
"82" 81 20682 20337 21000 19465 20861 22505 22679 22872 24649 25927 24574 26433 27646 28991 29118 30187 31229 32051 32570 33442 34079 36110 36214 36528 36093 36638 37633 37634 38809 38506 38280 39508 39798 39738 40816 40020 41075 41750 42606 42597 43370 44937 46623 47366 48465 48936 50068 49259 50161 50686 50658 50796 50772 51009 51326 51286 52051 52735 53079 53600 52954 53297 53390 53672 54099 54245 54027 54275 54738 55104 55581 56731 56875 57757 58508 58555 59517 59956 60067 60439 60475 60699 60563 60790 60795 61229 61545 56815 55423 58140 60767
"83" 82 18267 17919 18596 17084 18444 20009 20077 20182 21885 23130 21757 23541 24746 26059 26143 27199 28205 28916 29420 30342 30851 32851 32932 33180 32796 33276 34305 34317 35434 35068 34895 36171 36441 36367 37463 36700 37747 38475 39293 39313 40077 41632 43361 44093 45255 45665 46840 45985 46883 47387 47423 47660 47566 47807 48149 48076 48878 49603 49946 50460 49778 50137 50202 50487 50900 51000 50750 51025 51460 51804 52358 53530 53688 54606 55378 55437 56472 56911 56986 57388 57453 57701 57580 57888 57926 58371 58692 53721 52465 55176 57853
"84" 83 15965 15615 16293 14813 16118 17595 17563 17578 19184 20393 19060 20783 21964 23179 23181 24213 25211 25820 26260 27236 27666 29624 29609 29806 29455 29950 30863 30884 31982 31541 31376 32725 32956 32897 34019 33250 34308 35096 35894 35916 36650 38218 39952 40650 41906 42286 43466 42594 43539 44020 43976 44315 44268 44471 44845 44733 45566 46333 46694 47208 46449 46829 46897 47154 47557 47635 47321 47614 48056 48334 48931 50187 50333 51295 52071 52124 53236 53681 53744 54153 54225 54535 54365 54769 54831 55322 55635 50463 49351 52030 54770
"85" 84 13802 13462 14114 12674 13899 15280 15160 15105 16609 17757 16491 18169 19337 20413 20296 21252 22238 22805 23156 24114 24513 26489 26260 26477 26119 26620 27444 27451 28528 28075 27879 29206 29450 29438 30545 29777 30818 31688 32445 32485 33148 34681 36496 37135 38415 38816 39977 39119 40111 40602 40500 40805 40803 41084 41452 41279 42149 42953 43337 43857 43048 43390 43476 43695 44104 44135 43787 44069 44498 44773 45362 46651 46824 47834 48627 48645 49832 50265 50330 50760 50814 51167 50978 51462 51496 52067 52403 47046 46098 48695 51500
"86" 85 11798 11483 12079 10688 11812 13089 12903 12804 14214 15286 14085 15698 16850 17790 17565 18391 19319 19878 20165 21055 21404 23423 22959 23236 22866 23346 24124 24106 25161 24655 24477 25752 25975 26023 27121 26355 27367 28295 28971 29091 29666 31127 33027 33631 34897 35289 36448 35599 36598 37142 37014 37280 37193 37594 38011 37764 38673 39489 39912 40406 39575 39880 39951 40143 40564 40526 40163 40407 40812 41098 41701 42975 43131 44233 45031 45027 46266 46648 46750 47189 47227 47625 47414 47955 47977 48581 48984 43448 42714 45194 48031
"87" 86 9964 9687 10202 8876 9884 11054 10823 10699 12020 13011 11880 13383 14482 15300 15030 15721 16542 17072 17366 18172 18453 20382 19867 20113 19754 20225 20944 20941 21885 21375 21219 22471 22632 22685 23770 23063 24015 24979 25551 25723 26257 27645 29575 30099 31426 31748 32899 32053 33041 33637 33473 33737 33607 33997 34451 34245 35180 35961 36424 36900 36014 36321 36363 36529 36929 36868 36451 36670 37057 37333 37912 39252 39323 40469 41302 41269 42559 42887 43012 43463 43499 43969 43702 44279 44314 44908 45361 39700 39198 41562 44415
"88" 87 8301 8070 8489 7251 8139 9201 8941 8804 10026 10929 9880 11251 12246 12932 12684 13289 13999 14461 14778 15512 15730 17513 17005 17210 16824 17285 17934 17940 18750 18302 18139 19318 19478 19510 20523 19891 20795 21791 22271 22412 22951 24279 26201 26584 27982 28276 29372 28528 29514 30122 29939 30206 30072 30440 30827 30657 31677 32415 32884 33375 32431 32746 32731 32897 33231 33158 32702 32903 33257 33514 34066 35439 35487 36617 37450 37437 38739 39058 39153 39611 39659 40172 39868 40491 40492 41101 41582 35895 35601 37826 40687
"89" 88 6812 6625 6950 5817 6593 7551 7275 7128 8237 9038 8076 9314 10183 10720 10508 11083 11731 12122 12427 13101 13267 14903 14360 14574 14160 14540 15150 15119 15875 15451 15263 16369 16542 16558 17513 16869 17765 18774 19183 19292 19760 21038 22951 23237 24618 24899 25989 25132 26058 26702 26497 26754 26607 26997 27295 27062 28145 28934 29347 29863 28875 29176 29124 29274 29579 29460 28956 29160 29455 29703 30222 31593 31600 32761 33544 33502 34872 35167 35223 35662 35705 36297 35934 36606 36580 37162 37709 32074 32017 34019 36831
"90" 89 5504 5352 5592 4581 5254 6113 5836 5679 6662 7352 6470 7575 8328 8736 8535 9075 9710 10077 10324 10909 11086 12499 11970 12158 11769 12044 12607 12554 13287 12834 12664 13672 13844 13863 14744 14097 14943 15982 16319 16382 16746 17940 19836 20063 21379 21622 22716 21874 22736 23391 23163 23405 23234 23635 23890 23596 24652 25482 25881 26400 25355 25658 25575 25719 25999 25852 25263 25481 25723 25942 26418 27789 27728 28888 29675 29556 30975 31242 31249 31668 31721 32402 31972 32668 32649 33149 33743 28226 28463 30233 32933
"91" 90 4379 4251 4425 3544 4125 4887 4621 4458 5308 5888 5074 6047 6700 7032 6830 7296 7894 8273 8364 8876 9060 10296 9771 9925 9574 9810 10281 10216 10877 10469 10313 11211 11343 11399 12175 11580 12356 13350 13656 13686 13952 15082 16870 17023 18287 18483 19539 18700 19568 20219 19950 20181 19985 20358 20620 20276 21309 22074 22499 23050 21943 22243 22125 22271 22480 22334 21725 21898 22122 22310 22734 24076 23942 25070 25854 25711 27125 27300 27303 27682 27771 28474 28002 28735 28696 29145 29737 24408 24914 26511 29103
"92" 91 3435 3319 3451 2699 3198 3865 3613 3451 4174 4656 3899 4743 5305 5607 5411 5788 6290 6645 6661 7099 7264 8373 7873 7984 7671 7868 8286 8185 8730 8442 8267 9044 9177 9208 9918 9364 10054 10963 11223 11259 11473 12507 14141 14229 15395 15565 16578 15723 16567 17259 16946 17153 16949 17277 17498 17163 18148 18866 19238 19827 18743 18993 18855 18962 19126 18984 18343 18491 18707 18843 19235 20510 20313 21382 22127 21968 23414 23479 23442 23829 23916 24590 24101 24846 24781 25202 25810 20734 21433 22867 25336
"93" 92 2659 2550 2656 2028 2454 3028 2792 2635 3246 3648 2946 3665 4139 4430 4243 4545 4930 5193 5264 5596 5758 6725 6323 6377 6072 6219 6585 6465 6939 6687 6518 7205 7329 7328 7955 7448 8043 8893 9079 9099 9291 10200 11682 11708 12759 12899 13885 13034 13794 14507 14169 14352 14129 14433 14592 14281 15196 15884 16182 16732 15721 15959 15808 15849 15996 15862 15174 15297 15529 15599 15942 17162 16910 17893 18587 18403 19844 19868 19762 20151 20240 20853 20378 21097 20999 21418 22012 17281 18106 19345 21655
"94" 93 2036 1934 2022 1507 1868 2353 2133 1986 2498 2841 2201 2805 3191 3470 3288 3525 3812 3965 4082 4342 4441 5272 4953 4990 4703 4813 5094 4965 5418 5175 4999 5636 5717 5711 6239 5786 6317 7062 7174 7238 7339 8143 9460 9436 10406 10479 11415 10617 11287 11967 11600 11793 11532 11824 11958 11654 12493 13107 13380 13874 12890 13135 13002 13013 13102 12974 12333 12391 12606 12642 12916 14059 13788 14670 15319 15105 16463 16468 16357 16721 16769 17361 16878 17583 17447 17857 18412 14068 14994 16031 18149
"95" 94 1545 1451 1529 1109 1413 1817 1612 1477 1903 2198 1631 2139 2443 2696 2514 2690 2902 2974 3081 3334 3367 4032 3763 3819 3577 3645 3854 3748 4149 3936 3763 4299 4369 4340 4786 4411 4847 5489 5531 5641 5681 6360 7520 7451 8333 8367 9186 8476 9082 9693 9316 9510 9232 9503 9596 9319 10070 10611 10837 11292 10354 10582 10450 10492 10500 10380 9803 9830 9991 9995 10239 11242 11003 11783 12354 12124 13365 13358 13250 13585 13587 14131 13691 14344 14189 14555 15063 11175 12135 13000 14900
"96" 95 1155 1075 1136 798 1044 1373 1190 1073 1419 1662 1188 1606 1843 2045 1880 2003 2166 2201 2266 2502 2516 3031 2806 2861 2660 2703 2859 2784 3115 2916 2779 3195 3261 3224 3595 3297 3637 4184 4196 4286 4314 4865 5877 5767 6544 6556 7260 6632 7181 7712 7360 7519 7255 7498 7540 7301 7963 8441 8608 9015 8162 8366 8220 8274 8250 8134 7600 7623 7753 7726 7935 8802 8574 9256 9738 9502 10635 10594 10496 10763 10785 11236 10866 11442 11266 11587 12042 8661 9602 10292 11976
"97" 96 847 781 821 556 745 1003 851 756 1026 1215 841 1172 1356 1500 1365 1452 1580 1605 1651 1830 1840 2251 2052 2097 1927 1964 2083 2016 2277 2112 1997 2328 2380 2350 2647 2404 2675 3135 3126 3197 3205 3648 4502 4373 5038 5033 5636 5093 5562 6025 5699 5828 5593 5796 5815 5603 6163 6577 6713 7071 6306 6483 6339 6378 6345 6239 5764 5776 5874 5839 5992 6740 6516 7095 7499 7273 8279 8214 8113 8339 8354 8757 8405 8912 8732 8997 9413 6530 7434 7957 9412
"98" 97 609 558 581 379 520 719 596 521 728 872 582 838 978 1077 970 1029 1128 1145 1177 1308 1316 1636 1467 1502 1364 1393 1483 1424 1626 1493 1399 1655 1695 1672 1904 1710 1920 2297 2275 2329 2324 2672 3374 3240 3793 3778 4282 3824 4215 4610 4316 4418 4215 4379 4382 4199 4660 5011 5118 5425 4758 4908 4772 4799 4762 4668 4259 4264 4334 4297 4403 5029 4820 5297 5626 5418 6285 6206 6109 6295 6303 6652 6329 6762 6588 6801 7167 4783 5610 5992 7216
"99" 98 430 390 403 252 356 506 409 351 506 612 394 587 692 758 674 713 787 798 820 914 920 1163 1024 1052 941 965 1030 982 1133 1029 955 1148 1177 1159 1335 1185 1344 1644 1615 1656 1644 1909 2471 2342 2790 2769 3180 2804 3122 3449 3193 3271 3101 3230 3222 3069 3439 3727 3810 4066 3501 3626 3503 3521 3483 3403 3062 3061 3110 3074 3143 3651 3465 3846 4106 3923 4645 4562 4473 4622 4625 4917 4633 4990 4830 4995 5307 3398 4121 4388 5388
"100" 99 298 268 274 164 238 349 274 231 344 421 261 403 479 521 458 483 537 543 558 624 628 808 697 718 634 652 698 659 770 691 635 775 796 783 913 800 917 1148 1118 1148 1132 1330 1767 1651 2003 1980 2307 2006 2258 2522 2305 2363 2224 2323 2309 2185 2473 2704 2765 2973 2510 2609 2503 2514 2478 2414 2139 2135 2168 2135 2177 2575 2418 2711 2911 2756 3338 3258 3180 3295 3295 3530 3291 3576 3435 3559 3816 2338 2942 3120 3911
"101" 100 203 180 182 104 156 235 180 148 229 284 168 271 324 350 304 319 357 361 370 415 418 548 463 479 416 429 460 431 510 452 410 510 524 515 608 526 609 781 754 775 759 902 1232 1132 1402 1380 1632 1398 1592 1799 1622 1664 1554 1628 1610 1514 1732 1910 1955 2119 1750 1828 1740 1746 1714 1664 1450 1445 1466 1437 1462 1763 1635 1854 2001 1877 2328 2257 2192 2278 2276 2459 2265 2484 2366 2456 2659 1556 2038 2151 2757
"102" 101 135 119 119 65 100 155 115 93 149 187 106 178 215 230 197 206 232 234 240 269 272 363 300 311 265 275 296 274 329 287 258 326 336 329 394 336 393 518 495 509 495 595 837 756 956 936 1125 949 1094 1252 1111 1141 1056 1110 1092 1019 1179 1313 1344 1470 1186 1244 1175 1178 1151 1113 953 948 961 938 950 1169 1071 1227 1333 1237 1574 1515 1464 1525 1523 1659 1508 1671 1577 1639 1794 1000 1369 1436 1884
"103" 102 88 77 75 39 62 100 72 57 95 120 65 114 139 148 125 129 147 148 151 170 172 234 189 197 165 171 185 170 206 178 157 203 209 205 248 208 247 335 316 325 314 381 554 490 634 618 755 626 731 848 741 761 698 736 720 667 780 878 898 991 780 823 770 771 750 722 607 602 609 592 597 751 678 786 859 788 1031 984 945 988 985 1084 971 1087 1015 1057 1170 621 890 928 1247
"104" 103 56 48 47 23 38 64 44 34 59 76 39 72 88 92 77 79 91 91 93 105 106 147 116 121 100 104 113 102 126 107 93 123 127 124 152 126 151 210 196 202 193 238 357 309 409 396 493 402 476 560 480 493 448 474 461 423 501 570 583 650 498 528 489 490 473 454 374 370 374 361 363 467 415 487 536 485 654 618 590 618 616 684 604 683 631 658 737 372 560 579 799
"105" 104 35 30 29 13 23 39 26 20 36 47 23 44 54 57 46 47 55 55 56 63 64 90 69 73 59 61 67 60 75 62 54 72 75 73 91 74 89 129 118 122 116 144 223 189 257 247 313 251 301 359 302 310 279 296 286 260 312 359 367 413 308 329 301 301 290 276 223 220 222 213 213 280 245 292 323 288 401 375 356 374 372 417 363 414 378 395 448 214 341 349 494
"106" 105 22 18 17 7 13 24 15 11 21 28 13 26 33 34 27 28 32 32 33 37 37 54 40 42 34 35 38 34 43 35 30 41 43 41 52 42 51 76 69 72 67 85 136 112 156 149 193 152 185 224 185 190 169 180 172 155 188 219 224 255 185 198 180 179 171 163 129 127 127 122 121 163 140 169 188 165 237 220 207 218 217 246 210 243 219 229 263 119 201 203 296
"107" 106 13 11 10 4 7 14 9 6 12 16 7 15 19 20 16 16 18 18 19 21 21 31 23 24 19 20 21 19 24 20 16 23 24 23 29 23 29 44 39 41 38 48 80 65 93 88 116 89 110 136 110 113 99 106 100 90 110 130 133 153 107 116 104 104 98 93 72 70 71 67 66 92 77 94 106 92 136 124 116 123 122 140 117 137 122 128 149 64 114 114 171
"108" 107 8 6 6 2 4 8 5 3 7 9 4 9 11 11 9 9 10 10 10 12 12 18 13 13 10 11 12 10 13 10 9 12 13 12 16 12 16 25 22 23 21 27 46 36 53 50 67 51 64 80 63 65 56 60 57 50 63 75 76 89 60 66 58 58 55 51 39 38 38 36 35 50 41 51 57 49 75 68 63 67 66 77 63 75 66 69 81 33 63 62 95
"109" 108 4 4 3 1 2 5 3 2 4 5 2 5 6 6 5 5 6 5 6 6 6 10 7 7 5 6 6 5 7 5 4 6 7 6 9 6 8 14 12 12 11 14 26 20 30 28 38 28 36 46 35 36 31 33 31 27 34 42 42 50 33 36 31 31 29 27 20 20 20 18 18 26 21 27 30 25 40 36 33 35 35 41 33 39 34 36 43 17 33 33 51
"110" 109 2 2 2 1 1 3 1 1 2 3 1 3 3 3 2 2 3 3 3 3 3 5 3 4 3 3 3 3 4 3 2 3 3 3 4 3 4 7 6 6 6 8 14 10 16 15 21 15 20 25 19 20 17 18 17 14 18 23 23 27 17 19 17 16 15 14 10 10 10 9 9 13 11 13 15 13 21 18 17 18 18 21 17 20 17 18 22 8 17 17 27
"111" 110 3 2 2 1 1 3 1 1 2 3 1 3 4 4 3 3 3 3 3 3 3 6 4 4 3 3 3 3 4 3 2 3 3 3 4 3 4 8 6 6 6 8 15 11 18 16 23 16 22 29 21 21 18 19 17 15 19 24 25 30 18 20 17 17 15 14 10 9 9 9 8 13 10 13 15 12 20 18 16 17 17 20 15 19 16 17 21 7 17 16 27
